#0045.jpg,171,240,196,240,196,261,171,261,TO
#0045.jpg,200,240,225,240,225,261,200,261,BE
#0045.jpg,226,242,241,242,241,264,226,264,A
0045.jpg,139,262,232,262,232,280,139,280,DEMOCRAT
0045.jpg,91,374,199,374,199,398,91,398,JACQUELINE
0045.jpg,204,376,278,376,278,396,204,396,KENNEDY
0099.jpg,125,154,275,154,275,194,125,194,Yesterday
0099.jpg,80,200,322,200,322,295,80,295,NOW
0099.jpg,117,304,284,304,284,344,117,344,Tomorrow
0034.jpg,67,68,357,68,357,227,67,227,Shine
0034.jpg,45,240,340,240,340,396,45,396,Bright
0063.jpg,38,30,314,30,314,215,38,215,though
0063.jpg,98,148,190,148,190,233,98,233,SHE
#0063.jpg,245,150,303,150,303,232,245,232,BE
0063.jpg,48,238,119,238,119,287,48,287,BUT
0063.jpg,118,235,360,235,360,344,118,344,little
0063.jpg,67,295,147,295,147,397,67,397,SHE
#0063.jpg,102,398,151,398,151,458,102,458,IS
0063.jpg,153,337,370,337,370,482,153,482,fierce
0042.jpg,113,18,293,18,293,155,113,155,work
0042.jpg,126,150,272,150,272,251,126,251,HaRD
0042.jpg,114,248,275,248,275,368,114,368,sTay
0042.jpg,84,356,322,356,322,473,84,473,HumBle
0046.jpg,64,43,242,43,242,140,64,140,Great
0046.jpg,58,134,189,134,189,208,58,208,things
0046.jpg,187,142,233,142,233,172,187,172,are
0046.jpg,235,137,316,137,316,185,235,185,done
#0046.jpg,194,173,232,173,232,235,194,235,by
#0046.jpg,236,196,264,196,264,225,236,225,a
0046.jpg,266,188,359,188,359,234,266,234,series
#0046.jpg,363,186,410,186,410,232,363,232,of
0046.jpg,166,225,273,225,273,293,166,293,small
0046.jpg,279,222,391,222,391,285,279,285,things
0046.jpg,186,285,307,285,307,336,186,336,brought
0046.jpg,310,280,438,280,438,342,310,342,together
0076.jpg,102,177,216,177,216,266,102,266,you
0076.jpg,219,182,290,182,290,246,219,246,are
0076.jpg,154,261,276,261,276,338,154,338,loved
0022.jpg,127,218,285,218,285,313,127,313,chaos
0022.jpg,154,196,248,196,248,226,154,226,ORGANIZED
0011.jpg,94,369,305,369,305,468,94,468,Dreams
0014.jpg,184,98,345,98,345,162,184,162,mountain
0014.jpg,127,169,226,169,226,247,127,247,every
0014.jpg,57,252,135,252,135,307,57,307,climb
#0100.jpg,96,51,267,51,267,160,96,160,Be
0100.jpg,253,140,404,140,404,196,253,196,our
0100.jpg,144,161,408,161,408,298,144,298,guest
#0016.jpg,67,337,84,337,84,358,67,358,IF
0016.jpg,84,339,119,339,119,357,84,357,YOU
0016.jpg,121,337,171,337,171,357,121,357,DONT
0016.jpg,168,341,221,341,221,356,168,356,WEAR
0016.jpg,218,337,294,337,294,358,218,358,LIPSTICK
#0016.jpg,100,354,110,354,110,376,100,376,I
0016.jpg,110,357,162,357,162,375,110,375,CANT
0016.jpg,161,356,207,356,207,376,161,376,TALK
#0016.jpg,206,356,227,356,227,378,206,378,TO
0016.jpg,226,356,265,356,265,377,226,377,YOU
0016.jpg,120,397,196,397,196,415,120,415,ISABELLA
0016.jpg,196,397,244,397,244,416,196,416,BLOW
#0062.jpg,107,141,172,141,172,194,107,194,my
0062.jpg,176,147,285,147,285,195,176,195,SOUL
0062.jpg,107,211,161,211,161,241,107,241,FIND
0062.jpg,162,210,216,210,216,240,162,240,REST
#0062.jpg,216,209,245,209,245,243,216,243,In
0062.jpg,246,210,292,210,292,243,246,243,GOD
#0062.jpg,108,255,174,255,174,309,108,309,mY
0062.jpg,183,258,288,258,288,307,183,307,HOPE
0062.jpg,105,325,184,325,184,354,105,354,ComES
0062.jpg,187,325,250,325,250,355,187,355,FROM
0062.jpg,255,324,296,324,296,353,255,353,Him
0062.jpg,168,357,202,357,202,378,168,378,Psaim
0062.jpg,204,357,236,357,236,378,204,378,62.5
0033.jpg,149,13,366,13,366,133,149,133,twinkle
0033.jpg,116,123,325,123,325,228,116,228,twinkle
0033.jpg,105,210,220,210,220,339,105,339,little
0033.jpg,218,230,393,230,393,386,218,386,star
0097.jpg,60,125,431,125,431,274,60,274,Love
0027.jpg,83,81,200,81,200,208,83,208,every
0027.jpg,206,239,314,181,315,92,203,154,good
0027.jpg,62,220,152,173,158,253,62,310,gift
0027.jpg,153,205,201,205,201,244,153,244,and
0027.jpg,222,205,341,205,341,279,222,279,every
0027.jpg,79,251,237,251,237,351,79,351,perfect
#0027.jpg,180,330,217,330,217,353,180,353,is
0027.jpg,235,250,308,250,308,337,235,337,gift
0027.jpg,115,333,186,333,186,402,115,402,from
0027.jpg,199,333,285,333,285,390,199,390,above
0027.jpg,175,397,210,397,210,417,175,417,James
#0051.jpg,82,58,134,58,134,87,82,87,WE
0051.jpg,81,90,180,90,180,122,81,122,KNOW
0051.jpg,81,124,179,124,179,152,81,152,WHAT
#0051.jpg,82,156,132,156,132,184,82,184,WE
0051.jpg,80,189,142,189,142,220,80,220,ARE
0051.jpg,80,219,143,219,143,249,80,249,BUT
0051.jpg,83,253,184,253,184,280,83,280,KNOW
0051.jpg,83,282,147,282,147,313,83,313,NOT
0051.jpg,80,314,174,314,174,345,80,345,WHAT
#0051.jpg,78,346,136,346,136,375,78,375,WE
0051.jpg,83,383,145,383,145,409,83,409,MAY
#0051.jpg,81,413,125,413,125,440,81,440,BE
0051.jpg,227,425,276,425,276,445,227,445,William
0051.jpg,277,425,349,425,349,445,277,445,Shakespeare
0050.jpg,95,152,245,152,245,214,95,214,home
#0050.jpg,250,176,294,176,294,224,250,224,is
0050.jpg,65,208,320,208,320,267,65,267,wherever
#0050.jpg,107,267,178,267,178,310,107,310,im
0050.jpg,180,254,288,254,288,313,180,313,with
0050.jpg,144,305,243,305,243,372,144,372,you
0078.jpg,109,129,401,129,401,286,109,286,wisdom
#0029.jpg,162,99,236,99,236,164,162,164,He
0029.jpg,241,86,319,86,319,138,241,138,has
0029.jpg,75,210,199,162,198,208,82,250,made
0029.jpg,205,166,204,218,423,153,415,94,everything
0029.jpg,127,236,321,173,319,236,137,298,beautiful
#0029.jpg,323,173,375,173,375,221,323,221,in
0029.jpg,202,262,251,262,251,310,202,310,its
0029.jpg,261,245,354,245,354,292,261,292,time
0077.jpg,144,146,262,146,262,213,144,213,Bless
0077.jpg,155,224,254,224,254,288,155,288,This
0077.jpg,132,299,264,299,264,367,132,367,Mess
0041.jpg,70,159,335,159,335,260,70,260,ALWAYS
0041.jpg,119,71,199,71,199,116,119,116,and
0041.jpg,197,76,297,76,297,124,197,124,surely
#0041.jpg,75,107,108,107,108,163,75,163,I
#0041.jpg,113,124,177,124,177,157,113,157,am
0041.jpg,187,117,267,117,267,163,187,163,with
0041.jpg,270,118,344,118,344,169,270,169,you
#0041.jpg,57,249,91,249,91,300,57,300,to
0041.jpg,106,248,161,248,161,305,106,305,the
0041.jpg,170,251,256,251,256,304,170,304,very
0041.jpg,263,255,346,255,346,304,263,304,end
#0041.jpg,106,305,156,305,156,376,106,376,of
0041.jpg,164,300,222,300,222,361,164,361,the
0041.jpg,233,309,298,309,298,361,233,361,age
0041.jpg,166,374,210,374,210,404,166,404,MATTHEW
0040.jpg,76,7,265,7,265,85,76,85,Bind
#0040.jpg,246,42,335,42,335,121,246,121,my
0040.jpg,63,201,331,201,331,301,63,301,wondering
0040.jpg,12,383,189,383,189,482,12,482,Heart
#0040.jpg,192,409,246,409,246,479,192,479,to
0040.jpg,249,393,387,393,387,484,249,484,Thee
0059.jpg,45,144,463,144,463,263,45,263,wisDom
0056.jpg,125,67,378,67,378,128,125,128,mountains
0056.jpg,185,40,226,40,226,75,185,75,FAITH
0056.jpg,226,54,253,54,253,73,226,73,CAN
0056.jpg,251,53,290,53,290,76,251,76,MOVE
0093.jpg,102,112,299,112,299,205,102,205,Have
0093.jpg,63,205,366,205,366,308,63,308,courage
0093.jpg,119,257,205,257,205,313,119,313,and
#0093.jpg,224,251,258,251,258,291,224,291,be
0093.jpg,63,281,235,281,235,381,63,381,kind
0004.jpg,120,85,278,85,278,221,120,221,Let
#0004.jpg,166,207,241,207,241,296,166,296,It
#0004.jpg,147,290,258,290,258,403,147,403,Be
0024.jpg,110,302,186,302,186,322,110,322,EVERYBODY
#0024.jpg,183,303,198,303,198,322,183,322,IS
#0024.jpg,199,304,214,304,214,322,199,322,A
0024.jpg,213,301,258,301,258,321,213,321,GENIUS
0024.jpg,67,318,91,318,91,337,67,337,BUT
#0024.jpg,93,319,106,319,106,338,93,338,IF
0024.jpg,109,319,132,319,132,333,109,333,YOU
0024.jpg,135,319,170,319,170,334,135,334,JUDGE
#0024.jpg,172,320,183,320,183,335,172,335,A
0024.jpg,184,320,214,320,214,335,184,335,FISH
#0024.jpg,217,320,232,320,232,335,217,335,BY
0024.jpg,234,319,255,319,255,334,234,334,ITS
0024.jpg,260,321,305,321,305,333,260,333,ABILITY
#0024.jpg,134,335,149,335,149,350,134,350,TO
0024.jpg,152,335,185,335,185,348,152,348,CLIMB
#0024.jpg,186,335,197,335,197,351,186,351,A
0024.jpg,201,335,237,335,237,350,201,350,TREE
#0024.jpg,75,349,87,349,87,365,75,365,IT
0024.jpg,89,350,116,350,116,364,89,364,WILL
0024.jpg,117,349,147,349,147,364,117,364,LIVE
0024.jpg,147,350,170,350,170,364,147,364,ITS
0024.jpg,173,351,209,351,209,366,173,366,WHOLE
0024.jpg,210,351,238,351,238,363,210,363,LIFE
0024.jpg,237,349,300,349,300,366,237,366,BELIEVING
0024.jpg,132,365,166,365,166,381,132,381,THAT
#0024.jpg,168,364,181,364,181,379,168,379,IT
#0024.jpg,184,363,197,363,197,381,184,381,IS
0024.jpg,199,364,241,364,241,380,199,380,STUPID
0024.jpg,133,394,182,394,182,409,133,409,ALBERT
0024.jpg,184,394,243,394,243,411,184,411,EINSTEIN
#0091.jpg,89,339,138,339,138,396,89,396,my
0091.jpg,141,331,192,331,192,393,141,393,lips
0091.jpg,194,342,233,342,233,373,194,373,are
0091.jpg,234,330,319,330,319,384,234,384,sealed
0096.jpg,119,86,338,86,338,177,119,177,Home
0096.jpg,151,160,338,160,338,243,151,243,sweet
0096.jpg,158,224,370,224,370,318,158,318,Home
